"perm","id_1","id_2","name_1","name_2","lat_id_1","lon_id_1","lat_id_2","lon_id_2","distance"
way/676105729way/916885477,way/676105729,way/916885477,,,40.7541286,-73.8249625,40.840043,-73.7074015,22297.1
way/676105729way/367482920,way/676105729,way/367482920,,Sergeant Collins Triangle,40.7541286,-73.8249625,40.751779,-73.902945,7738.4
way/676105729way/755070460,way/676105729,way/755070460,,Nature Study Woods,40.7541286,-73.8249625,40.9356728,-73.8025819,26271.8
node/357637130way/701209222,node/357637130,way/701209222,Georgia Avenue Garden,Stewart Field,40.6611111,-73.8941667,40.7319938,-73.6159393,31725.3
node/357637130way/601388078,node/357637130,way/601388078,Georgia Avenue Garden,Railroad Playground,40.6611111,-73.8941667,40.6494403,-73.9143004,3654.1
node/357637130way/496524239,node/357637130,way/496524239,Georgia Avenue Garden,Halsey Pond Park,40.6611111,-73.8941667,41.0283515,-73.8587462,62547.2
node/357637130way/187680299,node/357637130,way/187680299,Georgia Avenue Garden,Olmezer Park,40.6611111,-73.8941667,40.5504805,-74.3665681,59333.8
node/357637130way/469203131,node/357637130,way/469203131,Georgia Avenue Garden,Joseph F. Mafera Park,40.6611111,-73.8941667,40.7070248,-73.8912414,8404.7
node/357637130way/334803989,node/357637130,way/334803989,Georgia Avenue Garden,Civil War Monument Park,40.6611111,-73.8941667,40.9973838,-73.6682347,56268.1
node/357637130way/639082317,node/357637130,way/639082317,Georgia Avenue Garden,Huddy Park,40.6611111,-73.8941667,40.4048161,-73.9942834,85846.4
node/357637130way/1180028681,node/357637130,way/1180028681,Georgia Avenue Garden,Veterans Memorial Park,40.6611111,-73.8941667,40.8964486,-73.9731078,46540.1
node/357637130way/225189513,node/357637130,way/225189513,Georgia Avenue Garden,Poor Richard's Playground,40.6611111,-73.8941667,40.7926185,-73.9426331,36437.2
node/357637130way/676105729,node/357637130,way/676105729,Georgia Avenue Garden,,40.6611111,-73.8941667,40.7541286,-73.8249625,22758
node/357637130node/357610721,node/357637130,node/357610721,Georgia Avenue Garden,Veteran's Memorial Park,40.6611111,-73.8941667,41.0408397,-73.9819517,68393.5
node/357637130way/607557302,node/357637130,way/607557302,Georgia Avenue Garden,,40.6611111,-73.8941667,40.6597213,-74.2520383,40199.5
node/357637130way/445852457,node/357637130,way/445852457,Georgia Avenue Garden,Stein Field,40.6611111,-73.8941667,40.5969947,-74.2929807,46853.5
node/357637130relation/17283039,node/357637130,relation/17283039,Georgia Avenue Garden,Nassau Mall,40.6611111,-73.8941667,40.7647537,-73.7250832,29237.5
node/357637130way/409831746,node/357637130,way/409831746,Georgia Avenue Garden,Calvert Field,40.6611111,-73.8941667,40.8326797,-73.4920356,56176.5
node/357637130way/981858308,node/357637130,way/981858308,Georgia Avenue Garden,,40.6611111,-73.8941667,40.7816228,-73.6743688,34801.7
node/357637130way/916885477,node/357637130,way/916885477,Georgia Avenue Garden,,40.6611111,-73.8941667,40.840043,-73.7074015,40649.1
node/357637130way/367482920,node/357637130,way/367482920,Georgia Avenue Garden,Sergeant Collins Triangle,40.6611111,-73.8941667,40.751779,-73.902945,27064.1
node/357637130way/755070460,node/357637130,way/755070460,Georgia Avenue Garden,Nature Study Woods,40.6611111,-73.8941667,40.9356728,-73.8025819,46031.8
node/357610721way/701209222,node/357610721,way/701209222,Veteran's Memorial Park,Stewart Field,41.0408397,-73.9819517,40.7319938,-73.6159393,70872.2
node/357610721way/601388078,node/357610721,way/601388078,Veteran's Memorial Park,Railroad Playground,41.0408397,-73.9819517,40.6494403,-73.9143004,70191.7
node/357610721way/496524239,node/357610721,way/496524239,Veteran's Memorial Park,Halsey Pond Park,41.0408397,-73.9819517,41.0283515,-73.8587462,23646.9
node/357610721way/187680299,node/357610721,way/187680299,Veteran's Memorial Park,Olmezer Park,41.0408397,-73.9819517,40.5504805,-74.3665681,81706
node/357610721way/469203131,node/357610721,way/469203131,Veteran's Memorial Park,Joseph F. Mafera Park,41.0408397,-73.9819517,40.7070248,-73.8912414,51060.7
node/357610721way/334803989,node/357610721,way/334803989,Veteran's Memorial Park,Civil War Monument Park,41.0408397,-73.9819517,40.9973838,-73.6682347,38739.4
node/357610721way/639082317,node/357610721,way/639082317,Veteran's Memorial Park,Huddy Park,41.0408397,-73.9819517,40.4048161,-73.9942834,110871.5
node/357610721way/1180028681,node/357610721,way/1180028681,Veteran's Memorial Park,Veterans Memorial Park,41.0408397,-73.9819517,40.8964486,-73.9731078,22676.5
node/357610721way/225189513,node/357610721,way/225189513,Veteran's Memorial Park,Poor Richard's Playground,41.0408397,-73.9819517,40.7926185,-73.9426331,39142.1
node/357610721way/676105729,node/357610721,way/676105729,Veteran's Memorial Park,,41.0408397,-73.9819517,40.7541286,-73.8249625,48828.9
node/357610721node/357637130,node/357610721,node/357637130,Veteran's Memorial Park,Georgia Avenue Garden,41.0408397,-73.9819517,40.6611111,-73.8941667,67596.6
node/357610721way/607557302,node/357610721,way/607557302,Veteran's Memorial Park,,41.0408397,-73.9819517,40.6597213,-74.2520383,64957.8
node/357610721way/445852457,node/357610721,way/445852457,Veteran's Memorial Park,Stein Field,41.0408397,-73.9819517,40.5969947,-74.2929807,71792.8
node/357610721relation/17283039,node/357610721,relation/17283039,Veteran's Memorial Park,Nassau Mall,41.0408397,-73.9819517,40.7647537,-73.7250832,57154.8
node/357610721way/409831746,node/357610721,way/409831746,Veteran's Memorial Park,Calvert Field,41.0408397,-73.9819517,40.8326797,-73.4920356,81997
node/357610721way/981858308,node/357610721,way/981858308,Veteran's Memorial Park,,41.0408397,-73.9819517,40.7816228,-73.6743688,62718.9
node/357610721way/916885477,node/357610721,way/916885477,Veteran's Memorial Park,,41.0408397,-73.9819517,40.840043,-73.7074015,68566.4
node/357610721way/367482920,node/357610721,way/367482920,Veteran's Memorial Park,Sergeant Collins Triangle,41.0408397,-73.9819517,40.751779,-73.902945,45082.2
node/357610721way/755070460,node/357610721,way/755070460,Veteran's Memorial Park,Nature Study Woods,41.0408397,-73.9819517,40.9356728,-73.8025819,42291.4
way/607557302way/701209222,way/607557302,way/701209222,,Stewart Field,40.6597213,-74.2520383,40.7319938,-73.6159393,82075.5
way/607557302way/601388078,way/607557302,way/601388078,,Railroad Playground,40.6597213,-74.2520383,40.6494403,-73.9143004,37767.9
way/607557302way/496524239,way/607557302,way/496524239,,Halsey Pond Park,40.6597213,-74.2520383,41.0283515,-73.8587462,68753.5
way/607557302way/187680299,way/607557302,way/187680299,,Olmezer Park,40.6597213,-74.2520383,40.5504805,-74.3665681,18103.8
way/607557302way/469203131,way/607557302,way/469203131,,Joseph F. Mafera Park,40.6597213,-74.2520383,40.7070248,-73.8912414,43311.8
way/607557302way/334803989,way/607557302,way/334803989,,Civil War Monument Park,40.6597213,-74.2520383,40.9973838,-73.6682347,78220.9
way/607557302way/639082317,way/607557302,way/639082317,,Huddy Park,40.6597213,-74.2520383,40.4048161,-73.9942834,54214.4
way/607557302way/1180028681,way/607557302,way/1180028681,,Veterans Memorial Park,40.6597213,-74.2520383,40.8964486,-73.9731078,41998.9
way/607557302way/225189513,way/607557302,way/225189513,,Poor Richard's Playground,40.6597213,-74.2520383,40.7926185,-73.9426331,50345.4
way/607557302way/676105729,way/607557302,way/676105729,,,40.6597213,-74.2520383,40.7541286,-73.8249625,60032.3
way/607557302node/357637130,way/607557302,node/357637130,,Georgia Avenue Garden,40.6597213,-74.2520383,40.6611111,-73.8941667,40151.7
way/607557302node/357610721,way/607557302,node/357610721,,Veteran's Memorial Park,40.6597213,-74.2520383,41.0408397,-73.9819517,63852.3
way/607557302way/445852457,way/607557302,way/445852457,,Stein Field,40.6597213,-74.2520383,40.5969947,-74.2929807,8878.2
way/607557302relation/17283039,way/607557302,relation/17283039,,Nassau Mall,40.6597213,-74.2520383,40.7647537,-73.7250832,68358.1
way/607557302way/409831746,way/607557302,way/409831746,,Calvert Field,40.6597213,-74.2520383,40.8326797,-73.4920356,93200.3
way/607557302way/981858308,way/607557302,way/981858308,,,40.6597213,-74.2520383,40.7816228,-73.6743688,73922.2
way/607557302way/916885477,way/607557302,way/916885477,,,40.6597213,-74.2520383,40.840043,-73.7074015,79769.7
way/607557302way/367482920,way/607557302,way/367482920,,Sergeant Collins Triangle,40.6597213,-74.2520383,40.751779,-73.902945,56285.5
way/607557302way/755070460,way/607557302,way/755070460,,Nature Study Woods,40.6597213,-74.2520383,40.9356728,-73.8025819,63010.3
way/445852457way/701209222,way/445852457,way/701209222,Stein Field,Stewart Field,40.5969947,-74.2929807,40.7319938,-73.6159393,87848.6
way/445852457way/601388078,way/445852457,way/601388078,Stein Field,Railroad Playground,40.5969947,-74.2929807,40.6494403,-73.9143004,43801.3
way/445852457way/496524239,way/445852457,way/496524239,Stein Field,Halsey Pond Park,40.5969947,-74.2929807,41.0283515,-73.8587462,74526.6
way/445852457way/187680299,way/445852457,way/187680299,Stein Field,Olmezer Park,40.5969947,-74.2929807,40.5504805,-74.3665681,9651.1
way/445852457way/469203131,way/445852457,way/469203131,Stein Field,Joseph F. Mafera Park,40.5969947,-74.2929807,40.7070248,-73.8912414,49345.3
way/445852457way/334803989,way/445852457,way/334803989,Stein Field,Civil War Monument Park,40.5969947,-74.2929807,40.9973838,-73.6682347,83994
way/445852457way/639082317,way/445852457,way/639082317,Stein Field,Huddy Park,40.5969947,-74.2929807,40.4048161,-73.9942834,43334.1
way/445852457way/1180028681,way/445852457,way/1180028681,Stein Field,Veterans Memorial Park,40.5969947,-74.2929807,40.8964486,-73.9731078,47772
way/445852457way/225189513,way/445852457,way/225189513,Stein Field,Poor Richard's Playground,40.5969947,-74.2929807,40.7926185,-73.9426331,56118.5
way/445852457way/676105729,way/445852457,way/676105729,Stein Field,,40.5969947,-74.2929807,40.7541286,-73.8249625,65805.3
way/445852457node/357637130,way/445852457,node/357637130,Stein Field,Georgia Avenue Garden,40.5969947,-74.2929807,40.6611111,-73.8941667,46185.2
way/445852457node/357610721,way/445852457,node/357610721,Stein Field,Veteran's Memorial Park,40.5969947,-74.2929807,41.0408397,-73.9819517,69625.4
way/445852457way/607557302,way/445852457,way/607557302,Stein Field,,40.5969947,-74.2929807,40.6597213,-74.2520383,8878.2
way/445852457relation/17283039,way/445852457,relation/17283039,Stein Field,Nassau Mall,40.5969947,-74.2929807,40.7647537,-73.7250832,74131.2
way/445852457way/409831746,way/445852457,way/409831746,Stein Field,Calvert Field,40.5969947,-74.2929807,40.8326797,-73.4920356,98973.4
way/445852457way/981858308,way/445852457,way/981858308,Stein Field,,40.5969947,-74.2929807,40.7816228,-73.6743688,79695.3
way/445852457way/916885477,way/445852457,way/916885477,Stein Field,,40.5969947,-74.2929807,40.840043,-73.7074015,85542.8
way/445852457way/367482920,way/445852457,way/367482920,Stein Field,Sergeant Collins Triangle,40.5969947,-74.2929807,40.751779,-73.902945,62058.6
way/445852457way/755070460,way/445852457,way/755070460,Stein Field,Nature Study Woods,40.5969947,-74.2929807,40.9356728,-73.8025819,68783.4
relation/17283039way/701209222,relation/17283039,way/701209222,Nassau Mall,Stewart Field,40.7647537,-73.7250832,40.7319938,-73.6159393,14233.3
relation/17283039way/601388078,relation/17283039,way/601388078,Nassau Mall,Railroad Playground,40.7647537,-73.7250832,40.6494403,-73.9143004,30718.5
relation/17283039way/496524239,relation/17283039,way/496524239,Nassau Mall,Halsey Pond Park,40.7647537,-73.7250832,41.0283515,-73.8587462,49906.3
relation/17283039way/187680299,relation/17283039,way/187680299,Nassau Mall,Olmezer Park,40.7647537,-73.7250832,40.5504805,-74.3665681,86333
relation/17283039way/469203131,relation/17283039,way/469203131,Nassau Mall,Joseph F. Mafera Park,40.7647537,-73.7250832,40.7070248,-73.8912414,20174.2
relation/17283039way/334803989,relation/17283039,way/334803989,Nassau Mall,Civil War Monument Park,40.7647537,-73.7250832,40.9973838,-73.6682347,42294.3
relation/17283039way/639082317,relation/17283039,way/639082317,Nassau Mall,Huddy Park,40.7647537,-73.7250832,40.4048161,-73.9942834,115498.5
relation/17283039way/1180028681,relation/17283039,way/1180028681,Nassau Mall,Veterans Memorial Park,40.7647537,-73.7250832,40.8964486,-73.9731078,33899.2
relation/17283039way/225189513,relation/17283039,way/225189513,Nassau Mall,Poor Richard's Playground,40.7647537,-73.7250832,40.7926185,-73.9426331,28376.8
relation/17283039way/676105729,relation/17283039,way/676105729,Nassau Mall,,40.7647537,-73.7250832,40.7541286,-73.8249625,10504.2
relation/17283039node/357637130,relation/17283039,node/357637130,Nassau Mall,Georgia Avenue Garden,40.7647537,-73.7250832,40.6611111,-73.8941667,28123.4
relation/17283039node/357610721,relation/17283039,node/357610721,Nassau Mall,Veteran's Memorial Park,40.7647537,-73.7250832,41.0408397,-73.9819517,55752.6
relation/17283039way/607557302,relation/17283039,way/607557302,Nassau Mall,,40.7647537,-73.7250832,40.6597213,-74.2520383,69584.8
relation/17283039way/445852457,relation/17283039,way/445852457,Nassau Mall,Stein Field,40.7647537,-73.7250832,40.5969947,-74.2929807,76419.8
relation/17283039way/409831746,relation/17283039,way/409831746,Nassau Mall,Calvert Field,40.7647537,-73.7250832,40.8326797,-73.4920356,25358
relation/17283039way/981858308,relation/17283039,way/981858308,Nassau Mall,,40.7647537,-73.7250832,40.7816228,-73.6743688,6079.9
relation/17283039way/916885477,relation/17283039,way/916885477,Nassau Mall,,40.7647537,-73.7250832,40.840043,-73.7074015,11927.4
relation/17283039way/367482920,relation/17283039,way/367482920,Nassau Mall,Sergeant Collins Triangle,40.7647537,-73.7250832,40.751779,-73.902945,17561.5
relation/17283039way/755070460,relation/17283039,way/755070460,Nassau Mall,Nature Study Woods,40.7647537,-73.7250832,40.9356728,-73.8025819,32058.1
way/409831746way/701209222,way/409831746,way/701209222,Calvert Field,Stewart Field,40.8326797,-73.4920356,40.7319938,-73.6159393,23014
way/409831746way/601388078,way/409831746,way/601388078,Calvert Field,Railroad Playground,40.8326797,-73.4920356,40.6494403,-73.9143004,57700.2
way/409831746way/496524239,way/409831746,way/496524239,Calvert Field,Halsey Pond Park,40.8326797,-73.4920356,41.0283515,-73.8587462,75468.9
way/409831746way/187680299,way/409831746,way/187680299,Calvert Field,Olmezer Park,40.8326797,-73.4920356,40.5504805,-74.3665681,111895.6
way/409831746way/469203131,way/409831746,way/469203131,Calvert Field,Joseph F. Mafera Park,40.8326797,-73.4920356,40.7070248,-73.8912414,45736.9
way/409831746way/334803989,way/409831746,way/334803989,Calvert Field,Civil War Monument Park,40.8326797,-73.4920356,40.9973838,-73.6682347,67857
way/409831746way/639082317,way/409831746,way/639082317,Calvert Field,Huddy Park,40.8326797,-73.4920356,40.4048161,-73.9942834,141061.1
way/409831746way/1180028681,way/409831746,way/1180028681,Calvert Field,Veterans Memorial Park,40.8326797,-73.4920356,40.8964486,-73.9731078,59461.8
way/409831746way/225189513,way/409831746,way/225189513,Calvert Field,Poor Richard's Playground,40.8326797,-73.4920356,40.7926185,-73.9426331,53939.4
way/409831746way/676105729,way/409831746,way/676105729,Calvert Field,,40.8326797,-73.4920356,40.7541286,-73.8249625,36066.8
way/409831746node/357637130,way/409831746,node/357637130,Calvert Field,Georgia Avenue Garden,40.8326797,-73.4920356,40.6611111,-73.8941667,55105.1
way/409831746node/357610721,way/409831746,node/357610721,Calvert Field,Veteran's Memorial Park,40.8326797,-73.4920356,41.0408397,-73.9819517,81315.2
way/409831746way/607557302,way/409831746,way/607557302,Calvert Field,,40.8326797,-73.4920356,40.6597213,-74.2520383,95147.5
way/409831746way/445852457,way/409831746,way/445852457,Calvert Field,Stein Field,40.8326797,-73.4920356,40.5969947,-74.2929807,101982.4
way/409831746relation/17283039,way/409831746,relation/17283039,Calvert Field,Nassau Mall,40.8326797,-73.4920356,40.7647537,-73.7250832,25697
way/409831746way/981858308,way/409831746,way/981858308,Calvert Field,,40.8326797,-73.4920356,40.7816228,-73.6743688,21439.6
way/409831746way/916885477,way/409831746,way/916885477,Calvert Field,,40.8326797,-73.4920356,40.840043,-73.7074015,26182.9
way/409831746way/367482920,way/409831746,way/367482920,Calvert Field,Sergeant Collins Triangle,40.8326797,-73.4920356,40.751779,-73.902945,43124.1
way/409831746way/755070460,way/409831746,way/755070460,Calvert Field,Nature Study Woods,40.8326797,-73.4920356,40.9356728,-73.8025819,57620.7
way/981858308way/701209222,way/981858308,way/701209222,,Stewart Field,40.7816228,-73.6743688,40.7319938,-73.6159393,10305
way/981858308way/601388078,way/981858308,way/601388078,,Railroad Playground,40.7816228,-73.6743688,40.6494403,-73.9143004,36480
way/981858308way/496524239,way/981858308,way/496524239,,Halsey Pond Park,40.7816228,-73.6743688,41.0283515,-73.8587462,55667.7
way/981858308way/187680299,way/981858308,way/187680299,,Olmezer Park,40.7816228,-73.6743688,40.5504805,-74.3665681,92094.4
way/981858308way/469203131,way/981858308,way/469203131,,Joseph F. Mafera Park,40.7816228,-73.6743688,40.7070248,-73.8912414,25935.7
way/981858308way/334803989,way/981858308,way/334803989,,Civil War Monument Park,40.7816228,-73.6743688,40.9973838,-73.6682347,48055.8
way/981858308way/639082317,way/981858308,way/639082317,,Huddy Park,40.7816228,-73.6743688,40.4048161,-73.9942834,121259.9
way/981858308way/1180028681,way/981858308,way/1180028681,,Veterans Memorial Park,40.7816228,-73.6743688,40.8964486,-73.9731078,39660.6
way/981858308way/225189513,way/981858308,way/225189513,,Poor Richard's Playground,40.7816228,-73.6743688,40.7926185,-73.9426331,34138.2
way/981858308way/676105729,way/981858308,way/676105729,,,40.7816228,-73.6743688,40.7541286,-73.8249625,16265.6
way/981858308node/357637130,way/981858308,node/357637130,,Georgia Avenue Garden,40.7816228,-73.6743688,40.6611111,-73.8941667,33884.9
way/981858308node/357610721,way/981858308,node/357610721,,Veteran's Memorial Park,40.7816228,-73.6743688,41.0408397,-73.9819517,61514
way/981858308way/607557302,way/981858308,way/607557302,,,40.7816228,-73.6743688,40.6597213,-74.2520383,75346.3
way/981858308way/445852457,way/981858308,way/445852457,,Stein Field,40.7816228,-73.6743688,40.5969947,-74.2929807,82181.2
way/981858308relation/17283039,way/981858308,relation/17283039,,Nassau Mall,40.7816228,-73.6743688,40.7647537,-73.7250832,5895.8
way/981858308way/409831746,way/981858308,way/409831746,,Calvert Field,40.7816228,-73.6743688,40.8326797,-73.4920356,21129.5
way/981858308way/916885477,way/981858308,way/916885477,,,40.7816228,-73.6743688,40.840043,-73.7074015,9149.4
way/981858308way/367482920,way/981858308,way/367482920,,Sergeant Collins Triangle,40.7816228,-73.6743688,40.751779,-73.902945,23322.9
way/981858308way/755070460,way/981858308,way/755070460,,Nature Study Woods,40.7816228,-73.6743688,40.9356728,-73.8025819,37819.5
way/916885477way/701209222,way/916885477,way/701209222,,Stewart Field,40.840043,-73.7074015,40.7319938,-73.6159393,20412.7
way/916885477way/601388078,way/916885477,way/601388078,,Railroad Playground,40.840043,-73.7074015,40.6494403,-73.9143004,42359.2
way/916885477way/496524239,way/916885477,way/496524239,,Halsey Pond Park,40.840043,-73.7074015,41.0283515,-73.8587462,61546.9
way/916885477way/187680299,way/916885477,way/187680299,,Olmezer Park,40.840043,-73.7074015,40.5504805,-74.3665681,97973.7
way/916885477way/469203131,way/916885477,way/469203131,,Joseph F. Mafera Park,40.840043,-73.7074015,40.7070248,-73.8912414,31814.9
way/916885477way/334803989,way/916885477,way/334803989,,Civil War Monument Park,40.840043,-73.7074015,40.9973838,-73.6682347,53935
way/916885477way/639082317,way/916885477,way/639082317,,Huddy Park,40.840043,-73.7074015,40.4048161,-73.9942834,127139.2
way/916885477way/1180028681,way/916885477,way/1180028681,,Veterans Memorial Park,40.840043,-73.7074015,40.8964486,-73.9731078,45539.8
way/916885477way/225189513,way/916885477,way/225189513,,Poor Richard's Playground,40.840043,-73.7074015,40.7926185,-73.9426331,40017.5
way/916885477way/676105729,way/916885477,way/676105729,,,40.840043,-73.7074015,40.7541286,-73.8249625,22144.8
way/916885477node/357637130,way/916885477,node/357637130,,Georgia Avenue Garden,40.840043,-73.7074015,40.6611111,-73.8941667,39764.1
way/916885477node/357610721,way/916885477,node/357610721,,Veteran's Memorial Park,40.840043,-73.7074015,41.0408397,-73.9819517,67393.3
way/916885477way/607557302,way/916885477,way/607557302,,,40.840043,-73.7074015,40.6597213,-74.2520383,81225.5
way/916885477way/445852457,way/916885477,way/445852457,,Stein Field,40.840043,-73.7074015,40.5969947,-74.2929807,88060.5
way/916885477relation/17283039,way/916885477,relation/17283039,,Nassau Mall,40.840043,-73.7074015,40.7647537,-73.7250832,11775
way/916885477way/409831746,way/916885477,way/409831746,,Calvert Field,40.840043,-73.7074015,40.8326797,-73.4920356,26195
way/916885477way/981858308,way/916885477,way/981858308,,,40.840043,-73.7074015,40.7816228,-73.6743688,9130.8
way/916885477way/367482920,way/916885477,way/367482920,,Sergeant Collins Triangle,40.840043,-73.7074015,40.751779,-73.902945,29202.1
way/916885477way/755070460,way/916885477,way/755070460,,Nature Study Woods,40.840043,-73.7074015,40.9356728,-73.8025819,43698.7
way/367482920way/701209222,way/367482920,way/701209222,Sergeant Collins Triangle,Stewart Field,40.751779,-73.902945,40.7319938,-73.6159393,32676.2
way/367482920way/601388078,way/367482920,way/601388078,Sergeant Collins Triangle,Railroad Playground,40.751779,-73.902945,40.6494403,-73.9143004,28738.4
way/367482920way/496524239,way/367482920,way/496524239,Sergeant Collins Triangle,Halsey Pond Park,40.751779,-73.902945,41.0283515,-73.8587462,39096.7
way/367482920way/187680299,way/367482920,way/187680299,Sergeant Collins Triangle,Olmezer Park,40.751779,-73.902945,40.5504805,-74.3665681,75506.4
way/367482920way/469203131,way/367482920,way/469203131,Sergeant Collins Triangle,Joseph F. Mafera Park,40.751779,-73.902945,40.7070248,-73.8912414,6612.2
way/367482920way/334803989,way/367482920,way/334803989,Sergeant Collins Triangle,Civil War Monument Park,40.751779,-73.902945,40.9973838,-73.6682347,41354.9
way/367482920way/639082317,way/367482920,way/639082317,Sergeant Collins Triangle,Huddy Park,40.751779,-73.902945,40.4048161,-73.9942834,104671.9
way/367482920way/1180028681,way/367482920,way/1180028681,Sergeant Collins Triangle,Veterans Memorial Park,40.751779,-73.902945,40.8964486,-73.9731078,23072.5
way/367482920way/225189513,way/367482920,way/225189513,Sergeant Collins Triangle,Poor Richard's Playground,40.751779,-73.902945,40.7926185,-73.9426331,10987.9
way/367482920way/676105729,way/367482920,way/676105729,Sergeant Collins Triangle,,40.751779,-73.902945,40.7541286,-73.8249625,8088
way/367482920node/357637130,way/367482920,node/357637130,Sergeant Collins Triangle,Georgia Avenue Garden,40.751779,-73.902945,40.6611111,-73.8941667,26143.3
way/367482920node/357610721,way/367482920,node/357610721,Sergeant Collins Triangle,Veteran's Memorial Park,40.751779,-73.902945,41.0408397,-73.9819517,44926
way/367482920way/607557302,way/367482920,way/607557302,Sergeant Collins Triangle,,40.751779,-73.902945,40.6597213,-74.2520383,58758.2
way/367482920way/445852457,way/367482920,way/445852457,Sergeant Collins Triangle,Stein Field,40.751779,-73.902945,40.5969947,-74.2929807,65593.2
way/367482920relation/17283039,way/367482920,relation/17283039,Sergeant Collins Triangle,Nassau Mall,40.751779,-73.902945,40.7647537,-73.7250832,18958.7
way/367482920way/409831746,way/367482920,way/409831746,Sergeant Collins Triangle,Calvert Field,40.751779,-73.902945,40.8326797,-73.4920356,43800.9
way/367482920way/981858308,way/367482920,way/981858308,Sergeant Collins Triangle,,40.751779,-73.902945,40.7816228,-73.6743688,24522.8
way/367482920way/916885477,way/367482920,way/916885477,Sergeant Collins Triangle,,40.751779,-73.902945,40.840043,-73.7074015,30370.3
way/367482920way/755070460,way/367482920,way/755070460,Sergeant Collins Triangle,Nature Study Woods,40.751779,-73.902945,40.9356728,-73.8025819,31118.6
way/755070460way/701209222,way/755070460,way/701209222,Nature Study Woods,Stewart Field,40.9356728,-73.8025819,40.7319938,-73.6159393,45938.1
way/755070460way/601388078,way/755070460,way/601388078,Nature Study Woods,Railroad Playground,40.9356728,-73.8025819,40.6494403,-73.9143004,47100.5
way/755070460way/496524239,way/755070460,way/496524239,Nature Study Woods,Halsey Pond Park,40.9356728,-73.8025819,41.0283515,-73.8587462,20389.4
way/755070460way/187680299,way/755070460,way/187680299,Nature Study Woods,Olmezer Park,40.9356728,-73.8025819,40.5504805,-74.3665681,85969.2
way/755070460way/469203131,way/755070460,way/469203131,Nature Study Woods,Joseph F. Mafera Park,40.9356728,-73.8025819,40.7070248,-73.8912414,39263.9
way/755070460way/334803989,way/755070460,way/334803989,Nature Study Woods,Civil War Monument Park,40.9356728,-73.8025819,40.9973838,-73.6682347,18705
way/755070460way/639082317,way/755070460,way/639082317,Nature Study Woods,Huddy Park,40.9356728,-73.8025819,40.4048161,-73.9942834,115134.7
way/755070460way/1180028681,way/755070460,way/1180028681,Nature Study Woods,Veterans Memorial Park,40.9356728,-73.8025819,40.8964486,-73.9731078,33535.4
way/755070460way/225189513,way/755070460,way/225189513,Nature Study Woods,Poor Richard's Playground,40.9356728,-73.8025819,40.7926185,-73.9426331,28001.8
way/755070460way/676105729,way/755070460,way/676105729,Nature Study Woods,,40.9356728,-73.8025819,40.7541286,-73.8249625,25737.8
way/755070460node/357637130,way/755070460,node/357637130,Nature Study Woods,Georgia Avenue Garden,40.9356728,-73.8025819,40.6611111,-73.8941667,44505.4
way/755070460node/357610721,way/755070460,node/357610721,Nature Study Woods,Veteran's Memorial Park,40.9356728,-73.8025819,41.0408397,-73.9819517,43591.4
way/755070460way/607557302,way/755070460,way/607557302,Nature Study Woods,,40.9356728,-73.8025819,40.6597213,-74.2520383,69221.1
way/755070460way/445852457,way/755070460,way/445852457,Nature Study Woods,Stein Field,40.9356728,-73.8025819,40.5969947,-74.2929807,76056
way/755070460relation/17283039,way/755070460,relation/17283039,Nature Study Woods,Nassau Mall,40.9356728,-73.8025819,40.7647537,-73.7250832,32220.7
way/755070460way/409831746,way/755070460,way/409831746,Nature Study Woods,Calvert Field,40.9356728,-73.8025819,40.8326797,-73.4920356,57062.9
way/755070460way/981858308,way/755070460,way/981858308,Nature Study Woods,,40.9356728,-73.8025819,40.7816228,-73.6743688,37784.8
way/755070460way/916885477,way/755070460,way/916885477,Nature Study Woods,,40.9356728,-73.8025819,40.840043,-73.7074015,43632.3
way/755070460way/367482920,way/755070460,way/367482920,Nature Study Woods,Sergeant Collins Triangle,40.9356728,-73.8025819,40.751779,-73.902945,31428.1
